"hts_code","custom_description"
"4911.91.20.20","Honolulu Hawaii Sunset Travel Print, Waikiki Beach Poster, Ocean Wall Art, Tropical Paradise Decor, Surfing <b>Gift</b>, Vacation Memory Art"
"4911.91.20.20","Huntington Beach California Travel Poster, Surf City Art, Coastal Landscape Print, California Beach Decor, Travel <b>Gift</b>"
"4911.91.20.20","Illustration Print"
"4911.91.20.20","Jake Sanderson Signed Photograph"
"4911.91.20.20","Korean Meal Art Print, Kitchen Wall Art, Fine Art Print, Hangeul Hangul Korean Street, <b>Food</b> Illustration, Watercolor, Asian <b>Food</b> Wall Decor"
"4911.91.20.20","Laguna Beach Print, California Coastal Poster, Scenic Ocean View Art, Tropical Getaway Decor"
"4911.91.20.20","La Jolla Travel Poster, California Wall Art, La Jolla San Diego, United States, Personalised Birthday <b>Gifts</b>, Wedding <b>Gifts</b>"
"4911.91.20.20","Lake Louise Banff Poster, Landscape Wall Art Canada Travel Decor for Home and Office Canadian Rockies Travel Art, Nature Inspired Home Decor"
"4911.91.20.20","Large Fanart Poster"
"4911.91.20.20","Libra - Print"
"4911.91.20.20","Lisbon Portugal Travel Poster, Portugal Wall Art, Lisbon Print, Home Decor, Birthday Present, Personalised Travel Poster"
"4911.91.20.20","lithograph print"
"4911.91.20.20","Los Angeles Wall Art - Los Angeles Print, Los Angeles Poster, Los Angeles Neighborhood, City Poster, California Wall Art, Los Angeles Art"
"4911.91.20.20","Lotus Pond Siren"
"4911.91.20.20","Mallard Duck Dark Green Stripe Art Print , Nature Nursery Decor"
"4911.91.20.20","Maui Hawaii Travel Poster, Haleakala Sunset Print, Hawaiian Island Wall Art, Tropical Decor, Beach House <b>Gift</b>, Hawaii Art Print"
"4911.91.20.20","Medium art print"
"4911.91.20.20","Medium fine art print"
"4911.91.20.20","Memorabilia Car Enthusiast"
"4911.91.20.20","Mini art print"
"4911.91.20.20","Movie Poster"
"4911.91.20.20","MOVIE POSTER"
"4911.91.20.20","Na Pali Coast Hawaii Art Print, Kauai Coastal Poster, Tropical Cliffside Landscape Wall Art, Hawaiian Island Travel Decor"
"4911.91.20.20","orange acrylic display stand"
"4911.91.20.20","Orthodontist Definition Print, Orthodontist <b>Gift</b>, <b>Dental</b> Office Decor, Orthodontics Wall Art"
"4911.91.20.20","Other printed matter, including printed pictures and photographs. Not over 0.51 mm in thickness"
"4911.91.20.20","Paper Art Print"
"4911.91.20.20","Paper Event Poster"
"4911.91.20.20","Pastel Paris travel print, France, Eiffel Tower, Paris poster, Eiffel tower print, Wedding <b>gift</b>, Whimsical Paris Art, Tour D'Eiffel"
"4911.91.20.20","PHOTO"
"4911.91.20.20","Photo Print"
"4911.91.20.20","Postcard Set"
"4911.91.20.20","poster"
"4911.91.20.20","poster`"
"4911.91.20.20","Poster"
"4911.91.20.20","POSTER"
"4911.91.20.20","poster prints on paper"
"4911.91.20.20","Posters"
"4911.91.20.20","Poster Select Your Character! Street Fighter 6 Chibi"
"4911.91.20.20","POSTER - TWIN PEAKS <b>RETURN</b>"
"4911.91.20.20","Prague City Art print, Prague travel poster, Czech Republic travel <b>gift</b>, Prague digital download, Czech Republic poster, Prague <b>gift</b>"
"4911.91.20.20","Prescott Rodeo Arizona Art Print, Western Festival Poster, Illustrated Cowboy Wall Decor"
"4911.91.20.20","PRINTED MATTER"
"4911.91.20.20","PRINTED MATTER - PERFECT BLUE POSTER"
"4911.91.20.20","PRINTED MATTER - TWIN PEAKS"
"4911.91.20.20","Printed paper posters made with glossy finish, featuring artwork and intended for decorative purposes"
"4911.91.20.20","Printed Paper Prints"
"4911.91.20.20","purple acrylic display stand"
"4911.91.20.20","Scottsdale Arizona Travel Poster, Desert Landscape Art, Southwestern Print, American Desert Decor, Vacation <b>Gift</b>"
"4911.91.20.20","Screen printed poster"
"4911.91.20.20","Sedona Arizona Travel Poster, Red Rock Landscape Wall Art, Desert Nature Print, Southwest Travel Decor"
"4911.91.20.20","Set of 10 Framed Art Prints"
"4911.91.20.20","Set of 14 Framed Art Prints"
"4911.91.20.20","Set of 2 Hong Kong Dim Sum Prints - <b>Noodles</b> and Dumplings - Bundle <b>Food</b> Illustration in Watercolor - Asian <b>Food</b> Gallery Wall Set - <b>Gift</b> Set"
"4911.91.20.20","Set of 2 Paris and London Cityscape Prints, Parisian Building, London <b>Eye</b> Bundle Illustration in Watercolor, Eiffel Tower Wall Set, <b>Gift</b> Set"
"4911.91.20.20","Set of 3 Framed Art Prints"
"4911.91.20.20","Set of 4 New York City Vacation Print Sets, Travel Watercolour Sets, New York <b>Food</b> Gallery Wall Art Prints"
"4911.91.20.20","Set of 5 framed art prints"
"4911.91.20.20","Set o f5 Framed Art Prints"
"4911.91.20.20","Set of 5 Framed Art Prints"
"4911.91.20.20","Set of 7 Framed Art Prints"
"4911.91.20.20","Small art print"
"4911.91.20.20","Small Art print"
"4911.91.20.20","Smash Series: Lucario Joins the Fight!"
"4911.91.20.20","Stargazer - Print"
"4911.91.20.20","Steven-s Convenience Store sticker - Toronto Vinyl Sticker"
"4911.91.20.20","Taurus - Print"
"4911.91.20.20","Tim Horton's Coffee Poster - Glass Framed / 14 X 11"
"4911.91.20.20","Venice Italy, Venice, Roma, Italy, Venice art print, Venice poster, Venice print, Venice wall art, Venice travel poster, Italy wall art"
"4911.91.20.20","Vienna Austria Scenic Travel Poster, Schonbrunn Palace Art, European City Wall Decor, Travel-Themed Home Decoration Wall Print Austria Art"
"4911.91.20.20","Vintage Sport Nursery Trio Art Print, Green Stripe Wall Art Set of 3, Sports Baby Room Decor, Grandmillennial Nursery <b>Gift</b> Idea"
"4911.91.20.20","Whistler BC Travel Poster, Canadian Mountain Print, Ski Resort Wall Art, Outdoor Adventure Decor, Winter <b>Gift</b>"
"4911.91.20.20","white acrylic display stand"
"4911.91.20.20","Witch Snake Familiar - Print"
"4911.91.20.20","X-Men #1: Pool Party By Jim Lee Poster Mondo Exclusive 4-color Screenprint 18x24"
"4911912040","12 Days of Christmas | <b>Advent</b> Box | Build Your Own Beer Box | <b>Gift</b> Box | Birthday <b>Gift</b> | Wine Box"
"4911912040","2025 Masters Leaderboard from Augusta National Scorecard Art Print: Vintage Golf Decor"
"4911912040","Art Print - 11x14"
"4911912040","Blazblue | Es | Fighting Game- Video Game Chibi Anime Vinyl Stickers"
"4911912040","Cabot Citrus Farms - Karoo Course Map Blueprint, Florida, USA: Vintage Blueprint or Modern Golf Art"
"4911912040","Cypress Point Golf Course Map Print: Vintage Blueprint or Modern Art"
"4911912040","Future Nostalgia Canadian Tour Poster"
"4911912040","Golf Course Map Art Print: Vintage Blueprint Style"
"4911912040","NB.Co | 1 Sticker Sheet | Gold Foil Pearl Antique Flowers"
"4911912040","NB.Co | 1 Sticker Sheet | Seal Stickers | Gold Foil Itonohana Hanair Print"
"4911912040","NB.Co | 1 Sticker Sheet | Silver Foil Black Cat"
"4911912040","NB.Co | 1 Sticker Sheet | Transparent Stickers | Mattari Animals | Kitten and Holiday"
"4911912040","NB.Co | 1 Sticker Sheet | Transparent Stickers | Mattari Animals | Penguin and Nighttime"
"4911912040","NB.Co | 1 Sticker Sheet | Yamanoha Neighborhood Association | Beauty"
"4911912040","NB.Co | 1 Sticker Sheet | Yamanoha Neighborhood Association | Eating"
"4911912040","NB.Co 1 Sticker Sheet | Yamanoha Neighborhood Association | Yoga"
"4911912040","NB.Co | 1 Sticker Sheet | Zoom in Animal Stickers | Beaver"
"4911912040","NB.Co | 1 Sticker Sheet | Zoom in Animal Stickers | Red Panda"
"4911912040","NB.Co | 1 Sticker Sheet | Zoom in Animal Stickers | River Otter"
"4911912040","NB.Co | 1 Sticker Sheet | Zoom in Animal Stickers | Seal"
"4911912040","NB.Co | 1 Sticker Sheet | Zoom in Animal Stickers | Sea Otter"
"4911912040","NB.Co | 20 pcs | Flake Seal Antique Stamp Stickers | Chelle"
"4911912040","NB.Co | 20 pcs | Flake Seal Antique Stamp Stickers | Roche"
"4911912040","NB.Co | 20 pcs | Flake Seal Antique Stamp Stickers | Verde"
"4911912040","Ryuko & Senketsu stickers"
"4911912040","Spyglass Hill Golf Course Map Print: Vintage or Modern Golf Art"
"4911912040","Street Fighter 6 | Cammy Vinyl Sticker | Fighting Game Waterproof Weatherproof Vinyl decal sticker"
"4911912040","Street Fighter 6 | Juri Vinyl Sticker | Fighting Game Waterproof Weatherproof Vinyl decal sticker"
"4911912040","Torrey Pines - South Golf Course Map Print: Vintage Blueprint or Modern Art"
"4911912040","VSHOJO | Matara Kan Vtuber Fanart Vinyl Sticker | 3 inches Fan-made Weather & Waterproof stickers"
"4911.91.2040","Angie Pengie Sticker"
"4911.91.2040","Art Print: Jim Mahfoud"
"4911.91.2040","Art Prints"
"4911.91.2040","Art Print: Zuperhero"
"4911.91.2040","bag"
"4911.91.2040","Blue Dog Sticker"
"4911.91.2040","<b>Personalized</b> ski sticker skiing stickers double black diamond sticker waterproof sticker winter <b>custom</b> ski stickers"
"4911.91.2040","Caterpillar Sticker"
"4911.91.2040","Cats Sticker Sheet"
"4911.91.2040","Chicken Lovers Sticker"
"4911.91.2040","Coaster for cup"
"4911.91.2040","Decorative printing on acrylic sheet"
"4911.91.2040","Decorative Sticker"
"4911.91.2040","Decorative Stickers"
"4911.91.2040","Dogs Sticker Sheet"
"4911.91.2040","Dogs Sticker Sheet - Part 2"
"4911.91.2040","Gen 1 Sticker Sheet"
"4911.91.2040","Gen 2 Sticker Sheet"
"4911.91.2040","Gen 3 Sticker Sheet"
"4911.91.2040","Hedgehog Sticker Sheet"
"4911.91.2040","House Hippo Sticker Sheet"
"4911.91.2040","Hyrule Sticker Sheet"
"4911.91.2040","Little <b>Toys</b> Glittery Sticker Sheet"
"4911.91.2040","Little Dog Sticker"
"4911.91.2040","Little Red Dog Sticker"
"4911.91.2040","Neopets Sticker Sheet"
"4911.91.2040","Original signed by artist Antonio Lopez Pinedo Huichol peyote yarn artwork, made in Mexico"
"4911.91.2040","Other printed pictures and photographs"
"4911.91.2040","Printed stickers / decorative printed decals"
"4911.91.2040","Rainbow Fish Sticker"
"4911.91.2040","Screen Printed Poster"
"4911.91.2040","Ski sticker, skiing sticker, Black Diamond sticker, Ski bunny, double black diamonds, expert skiier, snow bunny, ski bunnies, girls, 157"
"4911.91.2040","Stardew Valley Sticker Sheet"
"4911.91.2040","Sticker"
"4911.91.2040","stickers"
"4911.91.2040","Tama Sticker Sheet"
"4911.91.2040","Totoro Sticker Sheet"
"4911.91.2040","Trinkets Sticker Sheet"
"4911.91.2040","vinyl sticker"
"4911.91.2040","Waterproof Kawaii Temporary Tattoos: Cartoon Character Stickers"
"4911.91.20.40","4""x6"" Wall Art Print"
"4911.91.20.40","4x6"" Wall Art Print"
"4911.91.20.40","5""x5"" Wall Art Print"
"4911.91.20.40","5x7 print"
"4911.91.20.40","5""x7"" Wall Art Print"
"4911.91.20.40","5x7"" Wall Art Print"
"4911.91.20.40","5""x7"" Wall Art Print set of 3"
"4911.91.20.40","7""x7"" Wall Art Print"
"4911.91.20.40","8.5""x11"" Wall Art Print"
"4911.91.20.40","8.5x11"" Wall Art Print"
"4911.91.20.40","8 x 10 Art Print"
"4911.91.20.40","8x10 print"
"4911.91.20.40","8""x10"" Wall Art Print"
"4911.91.20.40","8x10"" Wall Art Print"
"4911.91.20.40","8x8"" Wall Art Print"
"4911.91.20.40","Art print"
"4911.91.20.40","AUTOGRAPHED index card"
"4911.91.20.40","AUTOGRAPHED PHOTO"
"4911.91.20.40","AUTOGRAPHED PHOTOS"
"4911.91.20.40","AUTOGRAPHED PHOTOS TRADE CARDS"
"4911.91.20.40","<b>Custom</b> Art Doll"
"4911.91.20.40","framed canvas art bear pint"
"4911.91.20.40","photo album"
"4911.91.20.40","photocards"
"4911.91.20.40","photograph"
"4911.91.20.40","Photo Print"
"4911.91.20.40","Photo Print Photocards"
"4911.91.20.40","Photo Prints"
"4911.91.20.40","posters"
"4911.91.20.40","printed matter"
"4911.91.20.40","Printed Paper Picture Kit"
"4911.91.20.40","Printed Wall Art"
"4911.91.20.40","Published Guided Journal"
"4911.91.20.40","Published Illustrated Book"
"4911.91.20.40","Published illustrated divination reference deck"
"4911.91.20.40","record LP"
"4911.91.20.40","Sticker"
"4911.91.20.40","Stickers"
"4911.91.20.40","Sticker sheet"
"4911913000","Sports cards"
"4911913000","Sports Cards"
"4911.91.3000","1955-56 Parkhurst Quaker <b>Oats</b> KSA 6.5 Jim Thompson Toronto Maple Leafs #11"
"4911.91.3000","1963-64 Topps <b>PSA</b> 7 Boston Bruins Team Photo #21"
"4911.91.3000","1964-65 Topps Hockey <b>PSA</b> 7 Ted Green SP Boston Bruins #32"
"4911.91.3000","1966-67 Topps Hockey EX/EXMINT Harry Sinden RC Boston Bruins #31"
"4911.91.3000","1966-67 Topps Hockey KSA 5 Bobby Hull Chicago Blackhawks #112"
"4911.91.3000","1966-67 Topps Hockey KSA 5 Harry Sinden RC Boston Bruins #31"
"4911.91.3000","1966 Topps card sawchuk"
"4911.91.3000","1968-69 Topps Hockey NR-MINT Ed Van Impe Philadelphia Flyers #91"
"4911.91.3000","1968-69 Topps Hockey NR-MINT Joe Watson Philadelphia Flyers #90"
"4911.91.3000","1970-71 OPC O-Pee-Chee Deckle Edge Ron Shock VG-EX #9"
"4911.91.3000","1971-72 Toronto Sun NHL Action Players Gary Edwards Los Angeles Kings"
"4911.91.3000","1975-76 OPC O-Pee-Chee Signed / Auto Bill Clement RC Washington Capitals #189"
"4911.91.3000","1975 opc card"
"4911.91.3000","Akita and Husky <b>Custom</b> 8x8 Illustrated Prints - Made in Canada"
"4911.91.3000","Cardstock Art Print"
"4911.91.3000","PRINT"
"4911.91.3000","sticker"
"4911.91.30.00","Art Board"
"4911.91.30.00","OPC Hockey Card"
"4911.91.30.00","Parkhurst Hockey Card"
"4911.91.30.00","Pluribus Quote Art Frame: 'We're Sorry We Upset You Carol' Glow Display"
"4911.91.30.00","Topps Hockey Card"
"4911914020","1 poster"
"4911914020","2007 SILVER SNAIL 31ST ANNIVERSARY NEWSPRINT POSTER SIGNED ADAM HUGHES 17 x 26"
"4911914020","2008 Ford Shelby GT500 Mustang Showroom Advertising Auto Show Poster"
"4911914020","2015 Subaru WRX Poster - Francais French"
"4911914020","4 posters"
"4911914020","Anime Fan Art Poster"
"4911914020","<b>Custom</b> Paint by Number Kit: <b>Personalized</b> Photo Canvas Art"
"4911914020","Die cut vinyl sticker"
"4911914020","Die cut vinyl stickers"
"4911914020","Neat Cafe Risograph - Signed"
"4911914020","Original Character Art Print"
"4911914020","Original Character Sticker Print"
"4911914020","Paint by Numbers Kit"
"4911914020","Paint By Numbers Kit |"
"4911914020","Paint by Numbers Kit: Dark Floral Skull DIY Art"
"4911914020","Poster"
"4911914020","posters"
"4911914020","Promotional poster"
"4911.91.4020","11x14 photo"
"4911.91.4020","12x18 photo"
"4911.91.4020","8x10 photo"
"4911.91.4020","8x8 Owl print"
"4911.91.4020","ARTWORK PRINT FOR TRADING CARDS"
"4911.91.4020","<b>Custom</b> Made Printed 16 X 20 Photo Poster New"
"4911.91.4020","<b>Custom</b> Printed 16 X 20 Poster"
"4911.91.4020","cardstock paper art print"
"4911.91.4020","Descendents SIGNED CONCERT POSTER 2016 46/110 18x24"
"4911.91.4020","Idol goods"
"4911.91.4020","Kpop Photo cards"
"4911.91.4020","Kpop Photo Cards"
"4911.91.4020","Metallica Made In USA Edition Rare Art Print Poster Of The Year 18x24"
"4911.91.4020","Oasis 2005 USA North America Tour Poster 24x36"
"4911.91.4020","paper poster"
"4911.91.4020","Pearl Jam - 2009 Chicago Authentic Poster - 24x18"
"4911.91.4020","Pearl Jam - 2009 Toronto Concert Poster - 24x14 - Made In America"
"4911.91.4020","Pearl Jam - 2022 Ames Bros. A/P Nashville - Made In USA - Poster MINT!"
"4911.91.4020","PHOTO"
"4911.91.4020","photocard"
"4911.91.4020","PHOTOS"
"4911.91.4020","Post Card"
"4911.91.4020","poster"
"4911.91.4020","Poster"
"4911.91.4020","POSTER"
"4911.91.4020","POSTER(PAPER)"
"4911.91.4020","Posters"
"4911.91.4020","Printed art on paper"
"4911.91.4020","RARE Original Trainspotting 1996 30X40 Quad Film USA Print"
"4911.91.4020","ROGER WATERS THE WALL LIVE - YANKEE STADIUM POSTER 18x24 xxxx/3000 Made In USA"
"4911.91.4020","RUSH POSTER MOVING PICTURES LIMELIGHT EDITION MILES TSANG"
"4911.91.4020","screenprinted art posters"
"4911.91.4020","sticker"
"4911.91.4020","STICKER"
"4911.91.4020","video game console poster"
"4911.91.40.20","3 copies of 12""x18"" size art print"
"4911.91.40.20","3 copies of 12""x18"" size art prints"
"4911.91.40.20","3 copies of 8""x8"" size art prints"
"4911.91.40.20","Adventure Nursery Prints, Mountain Nursery Art, Forest Wall Art, Tree Nursery Prints, woodland prints, Mountain Wall Art, Boy room Decor"
"4911.91.40.20","Animal Nursery Prints: Giraffe, Elephant, Bear on Cloud (Set of 3)"
"4911.91.40.20","Animal prints, nursery wall art, Plush animals, Baby animal prints, Safari nursery, Safari animal print, playroom decor, nursery wall decor"
"4911.91.40.20","Animal Sports nursery art, Baby animal sports art, Boy Sports Nursery room, Animals Nursery Wall Art, Basketball, Football, Baseball Nursery"
"4911.91.40.20","art print"
"4911.91.40.20","Baby highland cow nursery art, Highland cow nursery decor, watercolor cow art, farm animal wall decor, cow wall art print, nursery wall art"
"4911.91.40.20","<b>Custom</b> Nursery Prints, Choose Any 2 Prints, Mix and <b>Match</b>, <b>Custom</b> Nursery Decor, 2 Prints Set Nursery, Nursery Wall Decor"
"4911.91.40.20","<b>Custom</b> Wild Flowers| Wildflowers Prints| Floral nursery Wall Art, Boho, Baby Girl Nursery Decor | Personalised name| Vintage meadow flowers"
"4911.91.40.20","Blue Gray Nursery Art: Elephant, Giraffe, Bear Prints"
"4911.91.40.20","Boho Nursery Wall Art, Wildflower Nursery Decor, Botanical Print, Floral Nursery Art, Girl Nursery Decor, Wildflower Prints, Meadow flowers"
"4911.91.40.20","Boy Sports Nursery Decor, Baseball Nursery Decor, Nursery Wall Art Animals, Boy Nursery Wall Art, Animal Sports Prints, Baseball Print Set"
"4911.91.40.20","Bunny Nursery prints, baby girl nursery decor, bunny wildflower prints, Floral Bunny Wall Art, Boho Nursery Wall Art, pink nursery decor"
"4911.91.40.20","CALE MAKAR AUTOGRAPHED SIGNED 8X10 PHOTO"
"4911.91.40.20","Christian nursery, bible verse nursery, Bunny Nursery prints, girl nursery decor, wildflower prints, Floral Wall Art, Boho Nursery Wall Art"
"4911.91.40.20","Christian nursery wall art, Bible verse nursery, Animal prints, Scripture nursery, Plush animals, Baby animal prints, Safari nursery decor"
"4911.91.40.20","Christian nursery wall art, Bible verse nursery, Wildflower Prints, Boho Nursery Wall Art, Scripture nursery, Girl Nursery, Floral Nursery"
"4911.91.40.20","Comic Poster"
"4911.91.40.20","CONNOR DEWAR AUTOGRAPHED SIGNED 8X10 PHOTO"
"4911.91.40.20","CONNOR TIMMINS AUTOGRAPHED SIGNED 8X10 PHOTO"
"4911.91.40.20","CONNOT HELLEYBUYK AUTOGRAPHED SIGNED 8X10 PHOTO"
"4911.91.40.20","DUNCAN KEITH AUTOGRAPHED SIGNED 8X10 PHOTO"
"4911.91.40.20","Fairy garden wall art, Fairy nursery theme decor, Fairy wall art, fairy art, set of 3, girls bedroom decor, fairy decor, girl nursery decor"
"4911.91.40.20","Fairy nursery theme decor, Fairy wall art, Fairy garden wall art, fairy art, set of 3, girls bedroom decor, fairy decor, girl nursery decor"
