chapter,rank_in_chapter,hts8,api_hts_number,brief_description
72,7,72021910,7202.19.10,Ferromanganese containing by weight not more than 1 percent of carbon
72,8,72021950,7202.19.50,Ferromanganese containing by weight more than 1 percent but not more than 2 percent of carbon
72,9,72022110,7202.21.10,Ferrosilicon containing by weight more than 55% but not more than 80% of silicon and more than 3% of calcium
72,10,72022150,7202.21.50,"Ferrosilicon containing by weight more than 55% but not more than 80% of silicon, nesoi"
72,11,72022175,7202.21.75,Ferrosilicon containing by weight more than 80% but not more than 90% of silicon
72,12,72022190,7202.21.90,Ferrosilicon containing by weight more than 90% of silicon
72,13,72022900,7202.29.00,Ferrosilicon containing by weight 55% or less of silicon
72,14,72023000,7202.30.00,Ferrosilicon manganese
72,15,72024100,7202.41.00,Ferrochromium containing by weight more than 4 percent of carbon
72,16,72024910,7202.49.10,Ferrochromium containing by weight more than 3 percent but not more than 4 percent of carbon
72,17,72024950,7202.49.50,Ferrochromium containing by weight 3 percent or less of carbon
72,18,72025000,7202.50.00,Ferrosilicon chromium
72,19,72026000,7202.60.00,Ferronickel
72,20,72027000,7202.70.00,Ferromolybdenum
73,1,73011000,7301.10.00,"Iron or steel sheet piling, whether or not drilled, punched or made from assembled elements"
73,2,73012010,7301.20.10,"Iron or nonalloy steel, angles, shapes and sections, welded"
73,3,73012050,7301.20.50,"Alloy steel, angles, shapes and sections of alloy steel, welded"
73,4,73021010,7302.10.10,"Iron or nonalloy steel, rails for railway or tramway tracks"
73,5,73021050,7302.10.50,"Alloy steel, rails for railway or tramway tracks"
73,6,73023000,7302.30.00,"Iron or steel, switch blades, crossing frogs, point rods and other crossing pieces, for jointing or fixing rails"
73,7,73024000,7302.40.00,"Iron or steel, fish plates and sole plates for jointing or fixing rails"
73,8,73029010,7302.90.10,Sleepers (cross-ties) for railway or tramway track construction of iron or steel
73,9,73029090,7302.90.90,"Railway or tramway track construction material and other materials specialized for joing or fixing rails, of iron or steel, nesoi"
73,10,73030000,7303.00.00,"Cast iron, tubes, pipes and hollow profiles"
73,11,73041100,7304.11.00,"Stainless steel, seamless line pipe used for oil or gas pipelines"
73,12,73041910,7304.19.10,"Iron (o/than cast) or nonalloy steel, seamless line pipe used for oil and gas pipelines"
73,13,73041950,7304.19.50,"Alloy (other than stainless) steel, seamless line pipe used for oil or gas pipelines"
73,14,73042200,7304.22.00,"Stainless steel, seamless drill pipe, of a kind used in drilling for oil or gas"
73,15,73042330,7304.23.30,"Iron (o/than cast) or nonalloy steel, seamless drill pipe, of a kind used in drilling for oil or gas"
73,16,73042360,7304.23.60,"Alloy (other than stainless) steel, seamless drill pipe, of a kind used in drilling for oil or gas"
73,17,73042430,7304.24.30,"Stainless steel, seamless casing pipe, threaded or coupled, of a kind used in drilling for oil or gas"
73,18,73042440,7304.24.40,"Stainless steel, seamless casing pipe, not threaded or coupled, of a kind used in drilling for oil or gas"
73,19,73042460,7304.24.60,"Stainless steel, seamless tubing, of a kind used in drilling for oil or gas"
73,20,73042910,7304.29.10,"Iron (o/than cast) or nonalloy steel, seamless casing pipe, threaded or coupled, of a kind used in drilling for oil or gas"
74,1,74010000,7401.00.00,Copper mattes; cement copper (precipitated copper)
74,2,74020000,7402.00.00,Unrefined copper; copper anodes for electrolytic refining
74,3,74031100,7403.11.00,Refined copper cathodes and sections of cathodes
74,4,74031200,7403.12.00,"Refined copper, wire bars"
74,5,74031300,7403.13.00,"Refined copper, billets"
74,6,74031900,7403.19.00,"Refined copper, unwrought articles nesoi"
74,7,74032100,7403.21.00,"Copper-zinc base alloys (brass), unwrought nesoi"
74,8,74032200,7403.22.00,"Copper-tin base alloys (bronze), unwrought nesoi"
74,9,74032901,7403.29.01,"Copper alloys (o/than copper-zinc, copper-tin alloys), unwrought nesoi"
74,10,74040030,7404.00.30,Copper spent anodes; copper waste & scrap containing less than 94% by weight of copper
74,11,74040060,7404.00.60,"Copper, waste and scrap containing 94% or more by weight of copper"
74,12,74050010,7405.00.10,"Copper master alloys, containing 5% or more but n/more than 15% by weight of phosphorus"
74,13,74050060,7405.00.60,"Copper master alloys, not containing 5% or more but n/more than 15% by weight of phosphorus"
74,14,74061000,7406.10.00,"Copper, powders of non-lamellar structure"
74,15,74062000,7406.20.00,"Copper, powders of lamellar structure; copper flakes"
74,16,74071015,7407.10.15,"Refined copper, hollow profiles"
74,17,74071030,7407.10.30,"Refined copper, profiles (o/than hollow profiles)"
74,18,74071050,7407.10.50,"Refined copper, bars and rods"
74,19,74072115,7407.21.15,"Copper-zinc base alloys (brass), hollow profiles"
74,20,74072130,7407.21.30,"Copper-zinc base alloys (brass), profiles (o/than hollow profiles)"
75,1,75011000,7501.10.00,Nickel mattes
75,2,75012000,7501.20.00,Nickel oxide sinters and other intermediate products of nickel metallurgy
75,3,75021000,7502.10.00,"Nickel (o/than alloy), unwrought"
75,4,75022000,7502.20.00,"Nickel alloys, unwrought"
75,5,75030000,7503.00.00,"Nickel, waste and scrap"
75,6,75040000,7504.00.00,"Nickel, powders and flakes"
75,7,75051110,7505.11.10,"Nickel (o/than alloy), bars and rods, cold formed"
75,8,75051130,7505.11.30,"Nickel (o/than alloy), bars and rods, not cold formed"
75,9,75051150,7505.11.50,"Nickel (o/than alloy), profiles"
75,10,75051210,7505.12.10,"Nickel alloy, bars and rods, cold formed"
75,11,75051230,7505.12.30,"Nickel alloy, bars and rods, not cold formed"
75,12,75051250,7505.12.50,"Nickel alloy, profiles"
75,13,75052110,7505.21.10,"Nickel (o/than alloy), wire, cold formed"
75,14,75052150,7505.21.50,"Nickel (o/than alloy), wire, not cold formed"
75,15,75052210,7505.22.10,"Nickel alloy, wire, cold formed"
75,16,75052250,7505.22.50,"Nickel alloy, wire, not cold formed"
75,17,75061005,7506.10.05,"Nickel, foil, w/thickness not over 0.15 mm"
75,18,75061010,7506.10.10,"Nickel (o/than alloy), plates, sheets and strip, cold formed"
75,19,75061030,7506.10.30,"Nickel (o/than alloy), plates, sheets and strip, not cold formed"
75,20,75062005,7506.20.05,"Nickel alloy, foil, w/thickness not over 0.15 mm"
76,1,76011030,7601.10.30,"Aluminum (o/than alloy), unwrought, in coils, w/uniform x-section throughout length & w/least cross-sectional dimension n/o 9.5 mm"
76,2,76011060,7601.10.60,"Aluminum (o/than alloy), unwrought nesoi"
76,3,76012030,7601.20.30,"Aluminum alloys, unwrought, in coils, w/uniform x-section throughout length & w/least cross-sectional dimension n/o 9.5 mm"
76,4,76012060,7601.20.60,"Aluminum alloys, w/25% or more by weight of silicon, unwrought nesoi"
76,5,76012090,7601.20.90,"Aluminum alloys nesoi, unwrought nesoi"
76,6,76020000,7602.00.00,"Aluminum, waste and scrap"
76,7,76031000,7603.10.00,"Aluminum, powders of non-lamellar structure"
76,8,76032000,7603.20.00,"Aluminum, powders of lamellar structure; aluminum flakes"
76,9,76041010,7604.10.10,"Aluminum (o/than alloy), profiles"
76,10,76041030,7604.10.30,"Aluminum (o/than alloy), bar and rods, with a round cross section"
76,11,76041050,7604.10.50,"Aluminum (o/than alloy), bar and rods, other than with a round cross section"
76,12,76042100,7604.21.00,"Aluminum alloy, hollow profiles"
76,13,76042910,7604.29.10,"Aluminum alloy, profiles (o/than hollow profiles)"
76,14,76042930,7604.29.30,"Aluminum alloy, bars and rods, having a round cross section"
76,15,76042950,7604.29.50,"Aluminum alloy, bars and rods, other than with a round cross section"
76,16,76051100,7605.11.00,"Aluminum (o/than alloy), wire, with a maximum cross-sectional dimension over 7 mm"
76,17,76051900,7605.19.00,"Aluminum (o/than alloy), wire, with a maximum cross-sectional dimension of 7 mm or less"
76,18,76052100,7605.21.00,"Aluminum alloy, wire, with a maximum cross-sectional dimension over 7 mm"
76,19,76052900,7605.29.00,"Aluminum alloy, wire, with a maximum cross-sectional dimension of 7 mm or less"
76,20,76061130,7606.11.30,"Aluminum (o/than alloy), plates/sheets/strip, w/thick. o/0.2mm, rectangular (incl. sq), not clad"
78,1,78011000,7801.10.00,"Refined lead, unwrought"
78,2,78019100,7801.91.00,"Lead (o/than refined lead), containing by weight antimony as the principal other element, unwrought"
78,3,78019930,7801.99.30,"Lead (o/than refined lead), bullion"
78,4,78019990,7801.99.90,"Lead (o/than refined lead), unwrought nesoi"
78,5,78020000,7802.00.00,"Lead, waste and scrap"
78,6,78041100,7804.11.00,"Lead, sheets, strip and foil, w/thickness n/o 0.2 mm, excluding any backing"
78,7,78041900,7804.19.00,"Lead, plates & sheets, strip and foil w/thickness o/0.2mm, nesoi"
78,8,78042000,7804.20.00,"Lead, powders and flakes"
78,9,78060003,7806.00.03,"Lead, bars, rods, profiles and wire"
78,10,78060005,7806.00.05,"Lead, tubes or pipes and fittings for tubes or pipes"
78,11,78060080,7806.00.80,"Lead, articles, nesoi"
79,1,79011100,7901.11.00,"Zinc (o/than alloy), unwrought, containing o/99.99% by weight of zinc"
79,2,79011210,7901.12.10,"Zinc (o/than alloy), unwrought, casting-grade zinc, containing at least 97.5% but less than 99.99% by weight of zinc"
79,3,79011250,7901.12.50,"Zinc (o/than alloy), unwrought, o/than casting-grade zinc, containing at least 97.5% but less than 99.99% by wt. of zinc"
79,4,79012000,7901.20.00,"Zinc alloy, unwrought"
79,5,79020000,7902.00.00,"Zinc, waste and scrap"
79,6,79031000,7903.10.00,"Zinc, dust"
79,7,79039030,7903.90.30,"Zinc, powders"
79,8,79039060,7903.90.60,"Zinc, flakes"
79,9,79040000,7904.00.00,"Zinc, bars, rods, profiles and wire"
79,10,79050000,7905.00.00,"Zinc, plates, sheets, strip and foil"
79,11,79070010,7907.00.10,"Zinc, household, table or kitchen use articles; zinc toilet and sanitary wares; zinc parts of all the foregoing"
79,12,79070020,7907.00.20,"Zinc, tubes or pipes and fittings for tubes or pipes"
79,13,79070060,7907.00.60,"Zinc, articles (o/than for household, table or kitchen use), nesoi"
80,1,80011000,8001.10.00,"Tin (o/than alloy), unwrought"
80,2,80012000,8001.20.00,"Tin alloy, unwrought"
80,3,80020000,8002.00.00,"Tin, waste and scrap"
80,4,80030000,8003.00.00,"Tin, bars, rods, profiles and wire"
80,5,80070010,8007.00.10,"Tin, household, table or kitchen use articles; tin toilet and sanitary wares; all the foregoing, n/coated or plated w/prec. metal"
80,6,80070020,8007.00.20,"Tin, plates, sheets and strip, of a thickness exceeding 0.20 mm"
80,7,80070031,8007.00.31,"Tin. foil, w/thickness (excluding any backing) n/o 0.2 mm"
80,8,80070032,8007.00.32,"Tin, powders and flakes"
80,9,80070040,8007.00.40,"Tin, tubes or pipes and fittings for tubes or pipes"
80,10,80070050,8007.00.50,"Tin, articles nesoi"
81,1,81011000,8101.10.00,"Tungsten, powders"
81,2,81019400,8101.94.00,"Tungsten, unwrought (including bars and rods obtained simply by sintering)"
81,3,81019600,8101.96.00,Tungsten wire
81,4,81019700,8101.97.00,Tungsten waste and scrap
81,5,81019910,8101.99.10,"Tungsten bars and rods (o/than those obtained simply by sintering), profiles, plates, sheets, strip and foil"
81,6,81019980,8101.99.80,"Tungsten, articles nesoi"
81,7,81021000,8102.10.00,"Molybdenum, powders"
81,8,81029400,8102.94.00,"Molybdenum, unwrought (including bars and rods obtained simply by sintering)"
81,9,81029530,8102.95.30,Molybdenum bars and rods (o/than those obtained simply by sintering)
81,10,81029560,8102.95.60,"Molybdenum profiles, plates, sheets, strip and foil"
81,11,81029600,8102.96.00,Molybdenum wire
81,12,81029700,8102.97.00,Molybdenum waste and scrap
81,13,81029900,8102.99.00,"Molybdenum, articles nesoi"
81,14,81032000,8103.20.00,"Tantalum, unwrought (including bars and rods obtained simply by sintering); tantalum powders"
81,15,81033000,8103.30.00,Tantalum waste and scrap
81,16,81039100,8103.91.00,"Tantalum, crucibles"
81,17,81039900,8103.99.00,"Tantalum, articles other than crucibles, nesoi"
81,18,81041100,8104.11.00,"Magnesium, unwrought, containing at least 99.8 percent by weight of magnesium"
81,19,81041900,8104.19.00,"Magnesium, unwrought, nesoi"
81,20,81042000,8104.20.00,"Magnesium, waste and scrap"
82,1,82011000,8201.10.00,Spades and shovels and base metal parts thereof
82,2,82013000,8201.30.00,"Mattocks, picks, hoes and rakes and base metal parts thereof"
82,3,82014030,8201.40.30,"Machetes, and base metal parts thereof"
82,4,82014060,8201.40.60,"Axes, bill hooks and similar hewing tools (o/than machetes), and base metal parts thereof"
82,5,82015000,8201.50.00,"One-handed secateurs, pruners and shears (including poultry shears), and base metal parts thereof"
82,6,82016000,8201.60.00,"Hedge shears, two-handed pruning shears and similar two-handed shears, and base metal parts thereof"
82,7,82019030,8201.90.30,"Grass shears, and base metal parts thereof"
82,8,82019040,8201.90.40,Forks (hand tools) and base metal parts thereof
82,9,82019060,8201.90.60,"Base metal hand tools of a kind used in agriculture, horticulture or forestry nesoi, and base metal parts thereof"
82,10,82021000,8202.10.00,"Hand saws, and base metal parts thereof (except blades)"
82,11,82022000,8202.20.00,Band saw blades
82,12,82023100,8202.31.00,"Circular saw blades (including slitting or slotting saw blades), w/working part of steel"
82,13,82023900,8202.39.00,"Circular saw blades (including slitting or slotting saw blades), with working part of o/than steel, & base metal parts thereof"
82,14,82024030,8202.40.30,"Chain saw blades & base metal parts thereof, w/cutting parts cont. o/0.2% of Cr, Mo or W, or o/0.1% of V"
82,15,82024060,8202.40.60,"Chain saw blades and base metal parts thereof, nesoi"
82,16,82029130,8202.91.30,Hacksaw blades for working metal
82,17,82029160,8202.91.60,"Straight saw blades for working metal (o/than hacksaw blades), and base metal parts thereof"
82,18,82029900,8202.99.00,"Saw blades nesoi, and base metal parts thereof"
82,19,82031030,8203.10.30,"Files, rasps and similar tools, n/o 11 cm in length"
82,20,82031060,8203.10.60,"Files, rasps and similar tools, o/11 cm but n/o 17 cm in length"
83,1,83011020,8301.10.20,"Padlocks, base metal, not of cylinder or pin tumbler construction, not ov 3.8cm wide"
83,2,83011040,8301.10.40,"Padlocks, base metal, not of cylinder or pin tumbler construction, ov 3.8cm but n/o 6.4cm wide"
83,3,83011050,8301.10.50,"Padlocks, base metal, not of cylinder or pin tumbler construction, ov 6.4cm wide"
83,4,83011060,8301.10.60,"Padlocks, base metal, of cylinder or pin tumbler construction, not ov 3.8cm wide"
83,5,83011080,8301.10.80,"Padlocks, base metal, of cylinder or pin tumbler construction, ov 3.8cm but n/o 6.4cm wide"
83,6,83011090,8301.10.90,"Padlocks, base metal, of cylinder or pin tumbler construction, ov 6.4cm wide"
83,7,83012000,8301.20.00,"Base metal locks, of a kind used on motor vehicles"
83,8,83013000,8301.30.00,"Base metal locks, of a kind used for furniture"
83,9,83014030,8301.40.30,Base metal luggage locks
83,10,83014060,8301.40.60,"Base metal locks (o/than padlocks, locks for motor vehicles or furniture, luggage locks)"
83,11,83015000,8301.50.00,"Base metal clasps and frames with clasps, incorporating locks"
83,12,83016000,8301.60.00,"Base metal parts of padlocks, other locks, and clasps and frames with clasps incorporating locks"
83,13,83017000,8301.70.00,"Base metal keys for padlocks, other locks, and clasps and frames with clasps incorporating locks"
83,14,83021030,8302.10.30,"Iron or steel, aluminum, or zinc hinges and base metal parts thereof, designed for motor vehicles"
83,15,83021060,8302.10.60,"Iron or steel, aluminum, or zinc hinges and base metal parts thereof, not designed for motor vehicles"
83,16,83021090,8302.10.90,Base metal (o/than iron/steel/aluminum/zinc) hinges and base metal parts thereof
83,17,83022000,8302.20.00,Base metal castors and base metal parts thereof
83,18,83023030,8302.30.30,"Iron or steel, aluminum or zinc mountings, fittings and similar articles nesoi, suitable for motor vehicles, and base metal parts thereof"
83,19,83023060,8302.30.60,"Base metal (o/than iron/steel/aluminum/zinc) mountings, fittings & similar articles, suitable for motor vehicles, & base metal pts thereof"
83,20,83024130,8302.41.30,"Base metal door closers (except automatic door closers) suitable for buildings, and base metal parts thereof"
84,1,84011000,8401.10.00,Nuclear reactors
84,2,84012000,8401.20.00,"Machinery and apparatus for isotopic separation, and parts thereof"
84,3,84013000,8401.30.00,"Fuel elements (cartridges), non-irradiated and parts thereof"
84,4,84014000,8401.40.00,Parts of nuclear reactors
84,5,84021100,8402.11.00,Watertube boilers with a steam production exceeding 45 tons per hour
84,6,84021200,8402.12.00,Watertube boilers with a steam production not exceeding 45 tons per hour
84,7,84021900,8402.19.00,"Vapor-generating boilers, including hybrid boilers, other than watertube boilers"
84,8,84022000,8402.20.00,Super-heated water boilers
84,9,84029000,8402.90.00,Parts of steam- or other vapor-generating boilers
84,10,84031000,8403.10.00,Central heating boilers (other than those of heading 8402)
84,11,84039000,8403.90.00,Parts of central heating boilers (other than those of heading 8402)
84,12,84041000,8404.10.00,Auxiliary plant for use with boilers of heading 8402 or 8403
84,13,84042000,8404.20.00,Condensers for steam or other vapor power units
84,14,84049000,8404.90.00,Parts for auxiliary plant for use with boilers of heading 8402 and 8403 and condensers for steam or vapor power units
84,15,84051000,8405.10.00,"Producer gas or water gas generators, acetylene gas generators and similar water process gas generators; with or without their purifiers"
84,16,84059000,8405.90.00,Parts for gas generators of subheading 8405.10
84,17,84061010,8406.10.10,Steam turbines for marine propulsion
84,18,84061090,8406.10.90,Vapor turbines (other than steam) for marine propulsion
84,19,84068110,8406.81.10,"Steam turbines other than for marine propulsion, of an output exceeding 40 MW"
84,20,84068190,8406.81.90,"Vapor turbines (excluding steam turbines) other than for marine propulsion, of an output exceeding 40 MW"
85,1,85011020,8501.10.20,"Electric motors of an output of under 18.65 W, synchronous, valued not over $4 each"
85,2,85011040,8501.10.40,"Electric motors of an output of under 18.65 W, other than synchronous valued not over $4 each"
85,3,85011060,8501.10.60,Electric motors of an output of 18.65 W or more but not exceeding 37.5 W
85,4,85012020,8501.20.20,Universal AC/DC motors of an output exceeding 37.5 W but not exceeding 74.6 W
85,5,85012040,8501.20.40,Universal AC/DC motors of an output exceeding 74.6 W but not exceeding 735 W
85,6,85012050,8501.20.50,Universal AC/DC motors of an output exceeding 735 W but under 746 W
85,7,85012060,8501.20.60,Universal AC/DC motors of an output of 746 W or more
85,8,85013120,8501.31.20,"DC motors nesoi, of an output exceeding 37.5 W but not exceeding 74.6 W"
85,9,85013140,8501.31.40,"DC motors, nesoi, of an output exceeding 74.6 W but not exceeding 735 W"
85,10,85013150,8501.31.50,"DC motors, nesoi, of an output exceeding 735 W but under 746 W"
85,11,85013160,8501.31.60,"DC motors nesoi, of an output of 746 W but not exceeding 750 W"
85,12,85013181,8501.31.81,"DC generators, other than photovoltaic generators, of an output not exceeding 750 W"
85,13,85013220,8501.32.20,"DC motors nesoi, of an output exceeding 750 W but not exceeding 14.92 kW"
85,14,85013245,8501.32.45,"DC motors nesoi, of an output exceeding 14.92 kW but not exceeding 75 kW, used as primary source of mechanical power for electric vehicles"
85,15,85013255,8501.32.55,"DC motors nesoi, of an output exceeding 14.92 kW but not exceeding 75 kW, nesoi"
85,16,85013261,8501.32.61,"DC generators, other than photovoltaic generators, of an output exceeding 750 W but not exceeding 75 kW"
85,17,85013320,8501.33.20,"DC motors nesoi, of an output exceeding 75 kW but under 149.2 kW"
85,18,85013330,8501.33.30,"DC motors, nesoi, 149.2 kW or more but not exceeding 150 kW"
85,19,85013340,8501.33.40,"DC motors nesoi, of an output exceeding 150 kW but not exceeding 375 kW"
85,20,85013361,8501.33.61,"DC generators, other than photovoltaic generators, of an output exceeding 75 kW but not exceeding 375 kW"
86,1,86011000,8601.10.00,Rail locomotives powered from an external source of electricity
86,2,86012000,8601.20.00,Rail locomotives powered by electric accumulators (batteries)
86,3,86021000,8602.10.00,Diesel-electric locomotives
86,4,86029000,8602.90.00,"Rail locomotives (o/than diesel-electric), non-electric; locomotive tenders"
86,5,86031000,8603.10.00,"Self-propelled railway or tramway coaches, vans and trucks (o/than those of 8604), powered from an external source of electricity"
86,6,86039000,8603.90.00,"Self-propelled railway or tramway coaches, vans and trucks (o/than those of 8604), o/than powered from an external source of electricity"
86,7,86040000,8604.00.00,"Railway or tramway maintenance or service vehicles, whether or not self-propelled"
86,8,86050000,8605.00.00,"Railway or tramway passenger coaches and special purpose railway or tramway coaches, not self-propelled"
86,9,86061000,8606.10.00,"Railway or tramway tank cars and the like, not self-propelled"
86,10,86063000,8606.30.00,"Railway or tramway self-discharging freight cars (o/than tank cars or insulated/refrig. freight cars), not self-propelled"
86,11,86069100,8606.91.00,"Railway or tramway freight cars nesoi, closed and covered, not self-propelled"
86,12,86069200,8606.92.00,"Railway or tramway freight cars nesoi, open, with nonremovable sides of a height over 60 cm, not self-propelled"
86,13,86069901,8606.99.01,"Railway or tramway freight cars nesoi, not self-propelled"
86,14,86071100,8607.11.00,"Parts of railway/tramway locomotives/rolling stock, truck assemblies for self-propelled vehicles"
86,15,86071200,8607.12.00,"Parts of railway/tramway locomotives/rolling stock, truck assemblies for other than self-propelled vehicles"
86,16,86071903,8607.19.03,"Parts of railway/tramway locomotives/rolling stock, axles"
86,17,86071906,8607.19.06,"Parts of railway/tramway locomotives/rolling stock, parts of axles"
86,18,86071912,8607.19.12,"Parts of railway/tramway locomotives/rolling stock, wheels, whether or not fitted with axles"
86,19,86071915,8607.19.15,"Parts of railway/tramway locomotives/rolling stock, parts of wheels"
86,20,86071930,8607.19.30,"Parts of railway/tramway locomotives/rolling stock, parts of truck assemblies for non-self-propelled passenger coaches or freight cars"
87,1,87011001,8701.10.01,"Single axle tractors, other than tractors of 8709"
87,2,87012100,8701.21.00,"Road tractors for semi-trailers, with only compression-ignition internal combustion piston engine (diesel or semi-diesel)"
87,3,87012200,8701.22.00,"Road tractors for semi-trailers, with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor"
87,4,87012300,8701.23.00,"Road tractors for semi-trailers, with both spark-ignition internal combustion piston engine and electric motor"
87,5,87012400,8701.24.00,"Road tractors for semi-trailers, with only electric motor"
87,6,87012900,8701.29.00,"Road tractors for semi-trailers, not with compression-ignition/spark ignition/electric motor"
87,7,87013010,8701.30.10,"Track-laying tractors, suitable for agricultural use"
87,8,87013050,8701.30.50,"Track-laying tractors, not suitable for agricultural use"
87,9,87019110,8701.91.10,"Other tractors of engine power <18kW, for agricultural use"
87,10,87019150,8701.91.50,"Other tractors of engine power <18kW, not for agricultural use"
87,11,87019210,8701.92.10,"Other tractors of engine power => 18kW but < 37kW, for agricultural use"
87,12,87019250,8701.92.50,"Other tractors of engine power => 18kW but < 37kW, not for agricultural use"
87,13,87019310,8701.93.10,"Other tractors of engine power => 37kW but < 75kW, for agricultural use"
87,14,87019350,8701.93.50,"Other tractors of engine power => 37kW but < 75kW, not for agricultural use"
87,15,87019410,8701.94.10,"Other tractors of engine power => 75kW but < 130kW, for agricultural use"
87,16,87019450,8701.94.50,"Other tractors of engine power => 75kW but < 130kW, not for agricultural use"
87,17,87019510,8701.95.10,"Other tractors of engine power >130kW, for agricultural use"
87,18,87019550,8701.95.50,"Other tractors of engine power >130kW, not for agricultural use"
87,19,87021031,8702.10.31,"Motor vehicles w/diesel engine, to transport 16 or more persons, incl driver"
87,20,87021061,8702.10.61,"Motor vehicles w/diesel engine, to transport 10 to 15 persons, incl driver"
88,1,88010000,8801.00.00,"Balloons, dirigibles and non-powered aircraft, gliders and hang gliders"
88,2,88021101,8802.11.01,"Helicopters (except unmanned aircraft of heading 8806), with an unladen weight not over 2,000 kg"
88,3,88021201,8802.12.01,"Helicopters (except unmanned aircraft of heading 8806), with an unladen weight over 2,000 kg"
88,4,88022001,8802.20.01,"Airplanes and other powered aircraft (except unmanned aircraft of heading 8806), nesoi, with an unladen weight not over 2,000 kg"
88,5,88023001,8802.30.01,"Airplanes and other powered aircraft (except unmanned aircraft of heading 8806), nesoi, with an unladen weight over 2,000 kg but not over 15,000 kg"
88,6,88024001,8802.40.01,"Airplanes and other powered aircraft (except unmanned aircraft of heading 8806), nesoi, with an unladen weight over 15,000 kg"
88,7,88026030,8802.60.30,Communication satellites
88,8,88026090,8802.60.90,"Spacecraft, including satellites (o/than communication satellites), and suborbital and spacecraft launch vehicles"
88,9,88040000,8804.00.00,Parachutes (including dirigible parachutes) and rotochutes; parts & access. thereof
88,10,88051000,8805.10.00,Aircraft launching gear and parts thereof; deck-arrestors or similar gear and parts thereof
88,11,88052100,8805.21.00,Air combat ground flying simulators and parts thereof
88,12,88052900,8805.29.00,"Ground flying trainers and parts thereof, other than air combat simulators"
88,13,88061000,8806.10.00,Unmanned aircraft designed for the carriage of passengers
88,14,88062100,8806.21.00,"Unmanned aircraft, not for the carriage of passengers, for remote-controlled flight only, max take-off weight not more 250g"
88,15,88062200,8806.22.00,"Unmanned aircraft, not for the carriage of passengers, for remote-controlled flight only, max take-off weight more 250g less than 7kg"
88,16,88062300,8806.23.00,"Unmanned aircraft, not for the carriage of passengers, for remote-controlled flight only, max take-off weight more 7kg less than 25kg"
88,17,88062400,8806.24.00,"Unmanned aircraft, not for the carriage of passengers, for remote-controlled flight only, max take-off weight more 25kg less than 150 kg"
88,18,88062900,8806.29.00,"Unmanned aircraft, not for the carriage of passengers, for remote-controlled flight only, max take-off weight more 150 kg"
88,19,88069100,8806.91.00,"Unmanned aircraft, not for the carriage of passengers, not for remote-controlled flight only, nesoi, max take-off weight not more 250g"
88,20,88069200,8806.92.00,"Unmanned aircraft, not for the carriage of passengers, not for remote-controlled flight only, nesoi, max take-off weight more 250g less than 7kg"
89,1,89011000,8901.10.00,"Vessels, designed for the transport of persons, cruise ships, excursion boats and similar vessels; ferry boats of all kinds"
89,2,89012000,8901.20.00,"Vessels, designed for the transport of goods, tankers"
89,3,89013000,8901.30.00,"Vessels, designed for the transport of goods, refrigerated vessels (o/than tankers)"
89,4,89019000,8901.90.00,"Vessels, designed for the transport of goods or for the transport of both persons and goods, nesoi"
89,5,89020000,8902.00.00,"Vessels, fishing; factory ships and other vessels for processing or preserving fishery products"
89,6,89031100,8903.11.00,"Vessels, inflatable, w/ motor, unladen weight not over 100kg"
89,7,89031200,8903.12.00,"Vessels, inflatable, w/o motor, unladen weight not over 100kg"
89,8,89031900,8903.19.00,"Vessels, inflatable, unladen weight over 100kg"
89,9,89032100,8903.21.00,"Sailboats, o/t inflatable, length not over 7.5m"
89,10,89032200,8903.22.00,"Sailboats, o/t inflatable, length over 7.5m but not over 24m"
89,11,89032300,8903.23.00,"Sailboats, o/t inflatable, length over 24m"
89,12,89033100,8903.31.00,"Motorboats, o/t inflatable, length not over 7.5m"
89,13,89033200,8903.32.00,"Motorboats, o/t inflatable, length over 7.5m but not over 24m"
89,14,89033300,8903.33.00,"Motorboats, o/t inflatable, length over 24m"
89,15,89039305,8903.93.05,"Canoes, of a length not over 7.5m"
89,16,89039315,8903.93.15,"Row boats, o/t canoes, length not over 7.5m"
89,17,89039320,8903.93.20,"Outboard motorboats, length not over 7.5m"
89,18,89039390,8903.93.90,"Other vessels, o/t inflatable, sailboats, motorboats, canoes, row boats or outboard motorboats, nesoi, length not over 7.5m"
89,19,89039906,8903.99.06,"Canoes, of a length over 7.5m"
89,20,89039916,8903.99.16,"Row boats, o/t canoes, length over 7.5m"
90,1,90011000,9001.10.00,"Optical fibers, optical fiber bundles and cables, other than those of heading 8544"
90,2,90012000,9001.20.00,Sheets and plates of polarizing material
90,3,90013000,9001.30.00,Contact lenses
90,4,90014000,9001.40.00,"Spectacle lenses of glass, unmounted"
90,5,90015000,9001.50.00,"Spectacle lenses of materials other than glass, unmounted"
90,6,90019040,9001.90.40,"Lenses nesoi, unmounted"
90,7,90019050,9001.90.50,"Prisms, unmounted"
90,8,90019060,9001.90.60,"Mirrors, unmounted"
90,9,90019080,9001.90.80,"Half-tone screens designed for use in engraving or photographic processes, unmounted"
90,10,90019090,9001.90.90,"Optical elements nesoi, unmounted"
90,11,90021140,9002.11.40,"Projection lenses, mounted, and parts and accessories therefor, for cameras, projectors or photographic enlargers or reducers"
