query_id,canonical_hts_number,canonical_hts_digits,original_description,standardized_description,standardized_query,noise_flags,noise_score,quality_flags,quality_score,eval_eligible
std-9dc99bd1347c,9702.90.00.00,9702900000,"Capybara Stamp Sticker Sheet | Matte Finish | Cute capybara, adorable, stationery, planner stickers, sticker sheets","Capybara Stamp Sticker Sheet | Matte Finish | Cute capybara, adorable, stationery, planner stickers, sticker sheets","capybara stamp sticker sheet matte finish cute capybara, adorable, stationery, planner stickers, sticker sheets",options,1,no_semantic_overlap,55,
std-da7279ccaf79,9702.90.00.00,9702900000,Charlie McAvoy by MikeNguyenArt // Boston Bruins // Hockey // NHL // Watercolour Painting,Charlie McAvoy by MikeNguyenArt / / Boston Bruins / / Hockey / / NHL / / Watercolour Painting,charlie mcavoy by mikenguyenart boston bruins hockey nhl watercolour painting,options,1,no_semantic_overlap,55,
std-bfac12f09997,9702.90.00.00,9702900000,Cocker Spaniel Art Print,Cocker Spaniel Art Print,cocker spaniel art print,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-d45f0e347370,9702.90.00.00,9702900000,Coffee Lover Art Print,Coffee Lover Art Print,coffee lover art print,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-9f3a145871ba,9702.90.00.00,9702900000,Connor Hellebuyck golden Save Horizontal - Print,Connor Hellebuyck golden Save Horizontal - Print,connor hellebuyck golden save horizontal print,,0,no_semantic_overlap,55,
std-ac201dc149de,9702.90.00.00,9702900000,Connor Hellebuyck GOLDEN SAVE horizontal // Team US // Goalie // Hockey // Watercolour Painting,Connor Hellebuyck GOLDEN SAVE horizontal / / Team US / / Goalie / / Hockey / / Watercolour Painting,connor hellebuyck golden save horizontal team us goalie hockey watercolour painting,options,1,no_semantic_overlap,55,
std-49d5d836ee08,9702.90.00.00,9702900000,Connor Hellebuyck golden Save - Print,Connor Hellebuyck golden Save - Print,connor hellebuyck golden save print,,0,no_semantic_overlap,55,
std-2554057d0cac,9702.90.00.00,9702900000,Connor Hellebuyck GOLDEN SAVE // Team US // Goalie // Hockey // Watercolour Painting,Connor Hellebuyck GOLDEN SAVE / / Team US / / Goalie / / Hockey / / Watercolour Painting,connor hellebuyck golden save team us goalie hockey watercolour painting,options,1,no_semantic_overlap,55,
std-4227da5f246c,9702.90.00.00,9702900000,Crow on Snow - Limited Edition Print,Crow on Snow - Limited Edition Print,crow on snow limited edition print,,0,no_semantic_overlap,55,
std-f2d733646300,9702.90.00.00,9702900000,Custom Pet Portrait,Custom Pet Portrait,custom pet portrait,html|options,2,no_semantic_overlap|weak_catalog_fragment,25,
std-f312b766d09b,9702.90.00.00,9702900000,Custom Pets And Family Portraits,Custom Pets And Family Portraits,custom pets and family portraits,html|options,2,no_semantic_overlap|weak_catalog_fragment,25,
std-dec9b73c3ff3,9702.90.00.00,9702900000,Custom Printed Playing Cards,Custom Printed Playing Cards,custom printed playing cards,html|options,2,no_semantic_overlap,55,
std-424980e31397,9702.90.00.00,9702900000,Daisy Doberman Art Print,Daisy Doberman Art Print,daisy doberman art print,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-8788d1b88076,9702.90.00.00,9702900000,Darren McCarty vs Claude Lemieux by MikeNguyenArt // Detroit Red Wings // Hockey // NHL // Watercolour Painting,Darren McCarty vs Claude Lemieux by MikeNguyenArt / / Detroit Red Wings / / Hockey / / NHL / / Watercolour Painting,darren mccarty vs claude lemieux by mikenguyenart detroit red wings hockey nhl watercolour painting,options,1,no_semantic_overlap,55,
std-6353fe3e18a1,9702.90.00.00,9702900000,Dennis Potvin - Print,Dennis Potvin - Print,dennis potvin print,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-9f69f1e7aafa,9702.90.00.00,9702900000,Devils Bench - Print,Devils Bench - Print,devils bench print,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-1c18455799ea,9702.90.00.00,9702900000,Diet Coke Print,Diet Coke Print,diet coke print,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-5505e0948483,9702.90.00.00,9702900000,Dominik Hasek Mask // Buffalo Sabres // Hockey // Goalie // NHL // Watercolour Painting,Dominik Hasek Mask / / Buffalo Sabres / / Hockey / / Goalie / / NHL / / Watercolour Painting,dominik hasek mask buffalo sabres hockey goalie nhl watercolour painting,html|options,2,no_semantic_overlap,55,
std-170b0fe1635c,9702.90.00.00,9702900000,Etching titled Vieux Chemin,Etching titled Vieux Chemin,etching titled vieux chemin,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-82cbe8b54522,9702.90.00.00,9702900000,Fine art print on paper,Fine art print on paper,fine art print on paper,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-ec29b3d73a11,9702.90.00.00,9702900000,framed art print,framed art print,framed art print,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-87d415866627,9702.90.00.00,9702900000,Freddie Freeman grand Slam - Print,Freddie Freeman grand Slam - Print,freddie freeman grand slam print,,0,no_semantic_overlap,55,
std-4b1d5b88a8f8,9702.90.00.00,9702900000,Frenchie French Press Art Print,Frenchie French Press Art Print,frenchie french press art print,,0,no_semantic_overlap,55,
std-b115fc17fbe5,9702.90.00.00,9702900000,Gaming Bathroom Shadowbox,Gaming Bathroom Shadowbox,gaming bathroom shadowbox,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-8f5e979c0b03,9702.90.00.00,9702900000,Giclee art print of my illustration,Giclee art print of my illustration,giclee art print of my illustration,,0,no_semantic_overlap,55,
std-61fb4c68ff09,9702.90.00.00,9702900000,hand drawn artwork on paper (markers and color pencils),hand drawn artwork on paper (markers and color pencils),hand drawn artwork on paper markers and color pencils,,0,no_semantic_overlap,55,
std-d992f98a9cd9,9702.90.00.00,9702900000,Happy Dog Under Lemon Tree Art Print,Happy Dog Under Lemon Tree Art Print,happy dog under lemon tree art print,,0,no_semantic_overlap,55,
std-616189b62839,9702.90.00.00,9702900000,11.7x16.5 inch Art Print,11.7x16.5 inch Art Print,inch art print,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-a7a59d9b8bce,9702.90.00.00,9702900000,3x2 inch block print on canvas,3x2 inch block print on canvas,inch block print on canvas,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-2bc164eb59b1,9702.90.00.00,9702900000,Jack Hughes Golden Goal Cele - Print,Jack Hughes Golden Goal Cele - Print,jack hughes golden goal cele print,,0,no_semantic_overlap,55,
std-71f05f913c45,9702.90.00.00,9702900000,Jack Hughes GOLDEN GOAL Cele // Team US // Hockey // Watercolour Painting,Jack Hughes GOLDEN GOAL Cele / / Team US / / Hockey / / Watercolour Painting,jack hughes golden goal cele team us hockey watercolour painting,options,1,no_semantic_overlap,55,
std-fc2ecb2cd491,9702.90.00.00,9702900000,Jack Hughes GOLDEN GOAL Cele // Team USA // Hockey // Watercolour Painting,Jack Hughes GOLDEN GOAL Cele / / Team USA / / Hockey / / Watercolour Painting,jack hughes golden goal cele team usa hockey watercolour painting,options,1,no_semantic_overlap,55,
std-25edb136efa2,9702.90.00.00,9702900000,Jack Hughes Golden Goal Moment - Print,Jack Hughes Golden Goal Moment - Print,jack hughes golden goal moment print,,0,no_semantic_overlap,55,
std-1d46efc9b196,9702.90.00.00,9702900000,Jack Hughes GOLDEN GOAL Moment // Team US // Hockey // Watercolour Painting,Jack Hughes GOLDEN GOAL Moment / / Team US / / Hockey / / Watercolour Painting,jack hughes golden goal moment team us hockey watercolour painting,options,1,no_semantic_overlap,55,
std-5ccfe810eb44,9702.90.00.00,9702900000,Jake Oettinger Mask - Print,Jake Oettinger Mask - Print,jake oettinger mask print,html|options,2,no_semantic_overlap|weak_catalog_fragment,25,
std-d9326e94dfb6,9702.90.00.00,9702900000,Joey Daccord & Chris Driedger Watercolour Art by MikeNguyenArt.com // Hockey // Seattle Kraken // NHL // Watercolour Pain,Joey Daccord & Chris Driedger Watercolour Art by MikeNguyenArt.com / / Hockey / / Seattle Kraken / / NHL / / Watercolour Pain,joey daccord and chris driedger watercolour art by mikenguyenart.com hockey seattle kraken nhl watercolour pain,html|options,2,no_semantic_overlap,55,
std-d530d95685c2,9702.90.00.00,9702900000,John Vanbiesbrouck Mask // Florida Panthers // Goalie // Hockey // NHL // Watercolour Painting,John Vanbiesbrouck Mask / / Florida Panthers / / Goalie / / Hockey / / NHL / / Watercolour Painting,john vanbiesbrouck mask florida panthers goalie hockey nhl watercolour painting,html|options,2,no_semantic_overlap,55,
std-30dd62e43439,9702.90.00.00,9702900000,Jonathan Quick - Print,Jonathan Quick - Print,jonathan quick print,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-294e3ff71bae,9702.90.00.00,9702900000,Labrador Gin and Tonic Art Print,Labrador Gin and Tonic Art Print,labrador gin and tonic art print,,0,no_semantic_overlap,55,
std-b3dd7abe3318,9702.90.00.00,9702900000,Legion of Doom Bench // John LeClair // Eric Lindros // Mikael Renberg // Philadelphia Flyers // Hockey // NHL // Watercolour Painting,Legion of Doom Bench / / John LeClair / / Eric Lindros / / Mikael Renberg / / Philadelphia Flyers / / Hockey / / NHL / / Watercolour Painting,legion of doom bench john leclair eric lindros mikael renberg philadelphia flyers hockey nhl watercolour painting,options,1,no_semantic_overlap,55,
std-fc00641ebfb4,9702.90.00.00,9702900000,"Limited Edition Etching: Girl Portrait, Hand-Pulled Intaglio Print","Limited Edition Etching: Girl Portrait, Hand-Pulled Intaglio Print","limited edition etching girl portrait, hand pulled intaglio print",,0,no_semantic_overlap,55,
std-3cb540f06c8e,9702.90.00.00,9702900000,Love the blue Jays 2025 playoffs by MikeNguyenArt // Toronto Blue Jays // MLB // Baseball // Watercolour Painting,Love the blue Jays 2025 playoffs by MikeNguyenArt / / Toronto Blue Jays / / MLB / / Baseball / / Watercolour Painting,love the blue jays playoffs by mikenguyenart toronto blue jays mlb baseball watercolour painting,options,1,no_semantic_overlap,55,
std-557aa5f80cbf,9702.90.00.00,9702900000,Macklin Celebrini vs Connor Bedard // Chicago Blackhawks // Hockey // San Jose sharks // Watercolour Painting,Macklin Celebrini vs Connor Bedard / / Chicago Blackhawks / / Hockey / / San Jose sharks / / Watercolour Painting,macklin celebrini vs connor bedard chicago blackhawks hockey san jose sharks watercolour painting,options,1,no_semantic_overlap,55,
std-91f4fe088ee7,9702.90.00.00,9702900000,"Mario Lemieux, Stanley Cup - Print","Mario Lemieux, Stanley Cup - Print","mario lemieux, stanley cup print",,0,no_semantic_overlap,55,
std-f6ba9f303ff9,9702.90.00.00,9702900000,Megan Keller Golden Goal - Print,Megan Keller Golden Goal - Print,megan keller golden goal print,,0,no_semantic_overlap,55,
std-91edb3400a3e,9702.90.00.00,9702900000,Megan Keller GOLDEN GOAL // Team US // Hockey // Watercolour Painting,Megan Keller GOLDEN GOAL / / Team US / / Hockey / / Watercolour Painting,megan keller golden goal team us hockey watercolour painting,options,1,no_semantic_overlap,55,
std-b45142692afc,9702.90.00.00,9702900000,Mike Richter vs Pavel Bure - Print,Mike Richter vs Pavel Bure - Print,mike richter vs pavel bure print,,0,no_semantic_overlap,55,
std-637d65f58d3c,9702.90.00.00,9702900000,Mix and Match Shadowbox Buy 4 to save more,Mix and Match Shadowbox Buy 4 to save more,mix and match shadowbox buy to save more,html|options,2,no_semantic_overlap,55,
std-9c5aef70e15b,9702.90.00.00,9702900000,Paper Art Card,Paper Art Card,paper art card,,0,no_semantic_overlap,55,
std-833f946fe5a2,9702.90.00.00,9702900000,Paper artwork engraving,Paper artwork engraving,paper artwork engraving,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-64427cc214d3,9702.90.00.00,9702900000,paper sticker,paper sticker,paper sticker,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-8e02d43086a6,9702.90.00.00,9702900000,paper sticker set,paper sticker set,paper sticker set,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-207f01510a79,9702.90.00.00,9702900000,Patrick Roy vs Mike Vernon // Goalie Fight // Colorado Avalanche // Red Wings // Hockey // NHL // Watercolour Painting,Patrick Roy vs Mike Vernon / / Goalie Fight / / Colorado Avalanche / / Red Wings / / Hockey / / NHL / / Watercolour Painting,patrick roy vs mike vernon goalie fight colorado avalanche red wings hockey nhl watercolour painting,options,1,no_semantic_overlap,55,
std-9cb8e6718b07,9702.90.00.00,9702900000,"Penguins Bench Kris Letang, Evgeni Malkin and Sidney Crosby by MikeNguyenArt","Penguins Bench Kris Letang, Evgeni Malkin and Sidney Crosby by MikeNguyenArt","penguins bench kris letang, evgeni malkin and sidney crosby by mikenguyenart",,0,no_semantic_overlap,55,
std-5d0e87fc2b49,9702.90.00.00,9702900000,Peter Forsberg // Colorado Avalanche // Hockey // NHL // Watercolour Painting,Peter Forsberg / / Colorado Avalanche / / Hockey / / NHL / / Watercolour Painting,peter forsberg colorado avalanche hockey nhl watercolour painting,options,1,no_semantic_overlap,55,
std-1a31acff6d3d,9702.90.00.00,9702900000,Peter Forsberg // Quebec Nordiques // Hockey // NHL // Watercolour Painting,Peter Forsberg / / Quebec Nordiques / / Hockey / / NHL / / Watercolour Painting,peter forsberg quebec nordiques hockey nhl watercolour painting,options,1,no_semantic_overlap,55,
std-334fdacfd167,9702.90.00.00,9702900000,postcard set,postcard set,postcard set,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-67593415a0ee,9702.90.00.00,9702900000,print,print,print,,0,low_token_count|no_semantic_overlap|weak_catalog_fragment,0,
std-02c1061540b3,9702.90.00.00,9702900000,Print Artwork,Print Artwork,print artwork,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-6526aefa78b3,9702.90.00.00,9702900000,Print - Gift,Print - Gift,print gift,html|options,2,no_semantic_overlap|weak_catalog_fragment,25,
std-563e80a313ec,9702.90.00.00,9702900000,"printed matter: art print: ""R. Anuszkiewics","printed matter: art print: ""R. Anuszkiewics",printed matter art print r. anuszkiewics,,0,no_semantic_overlap,55,
std-ea56d3fef98c,9702.90.00.00,9702900000,prints,prints,prints,,0,low_token_count|weak_catalog_fragment,25,
std-0e4d1377eccb,9702.90.00.00,9702900000,Pukekos Whangaparaoa - Signed 1987 Artist Proof Serigraph by Malcolm Warr,Pukekos Whangaparaoa - Signed 1987 Artist Proof Serigraph by Malcolm Warr,pukekos whangaparaoa signed artist proof serigraph by malcolm warr,,0,no_semantic_overlap,55,
std-d032d3a215a0,9702.90.00.00,9702900000,Ray Bourque & Joe Sakic Stanley Cup // Colorado Avalanche // Hockey // NHL // Watercolour Painting,Ray Bourque & Joe Sakic Stanley Cup / / Colorado Avalanche / / Hockey / / NHL / / Watercolour Painting,ray bourque and joe sakic stanley cup colorado avalanche hockey nhl watercolour painting,options,1,no_semantic_overlap,55,
std-522d49ed0450,9702.90.00.00,9702900000,Red Wings Bench // Detroit Red Wings // Hockey // NHL // Watercolour Painting,Red Wings Bench / / Detroit Red Wings / / Hockey / / NHL / / Watercolour Painting,red wings bench detroit red wings hockey nhl watercolour painting,options,1,no_semantic_overlap,55,
std-d2de582e20db,9702.90.00.00,9702900000,Roy vs Vernon - Print,Roy vs Vernon - Print,roy vs vernon print,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-6b3e265def98,9702.90.00.00,9702900000,Sergei Bobrovsky back Save 2024 by MikeNguyenArt // FLORIDA // Hockey // NHL // Watercolour Painting,Sergei Bobrovsky back Save 2024 by MikeNguyenArt / / FLORIDA / / Hockey / / NHL / / Watercolour Painting,sergei bobrovsky back save by mikenguyenart florida hockey nhl watercolour painting,html|options,2,no_semantic_overlap,55,
std-14d98e563ef3,9702.90.00.00,9702900000,Sergei Bobrovsky portrait by MikeNguyenArt // FLORIDA // Hockey // NHL // Watercolour Painting,Sergei Bobrovsky portrait by MikeNguyenArt / / FLORIDA / / Hockey / / NHL / / Watercolour Painting,sergei bobrovsky portrait by mikenguyenart florida hockey nhl watercolour painting,options,1,no_semantic_overlap,55,
std-84c46a487243,9702.90.00.00,9702900000,Seth Jarvis // Canes celebration by MikeNguyenArt // Carolina Hurricanes // /// Watercolour Painting,Seth Jarvis / / Canes celebration by MikeNguyenArt / / Carolina Hurricanes / / / / / Watercolour Painting,seth jarvis canes celebration by mikenguyenart carolina hurricanes watercolour painting,options,1,no_semantic_overlap,55,
std-1e3f8dc50f7f,9702.90.00.00,9702900000,Shohei Ohtani 50/50 - Print,Shohei Ohtani 50 / 50 - Print,shohei ohtani print,options,1,no_semantic_overlap|weak_catalog_fragment,25,
std-30f391c00d36,9702.90.00.00,9702900000,Single giclee print of Bee,Single giclee print of Bee,single giclee print of bee,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-c94c8e897d9b,9702.90.00.00,9702900000,Sleepy Tea Dragon / Art Print / Fantasy / Wall Decor,Sleepy Tea Dragon / Art Print / Fantasy / Wall Decor,sleepy tea dragon art print fantasy wall decor,options,1,no_semantic_overlap,55,
std-4c9b2e0f4eb0,9702.90.00.00,9702900000,sticker sample,sticker sample,sticker sample,html|options,2,no_semantic_overlap|weak_catalog_fragment,25,
std-99730254fc02,9702.90.00.00,9702900000,Stone cut print titled - Eskimo Western Arctic,Stone cut print titled - Eskimo Western Arctic,stone cut print titled eskimo western arctic,,0,no_semantic_overlap,55,
std-d872f4afa182,9702.90.00.00,9702900000,Tage Thompson - Print,Tage Thompson - Print,tage thompson print,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-5b2b47d208ad,9702.90.00.00,9702900000,"Tea and Tarot Sticker / Witchy Sticker / Vinyl Sticker / Decal for laptops, iPads, waterbottles","Tea and Tarot Sticker / Witchy Sticker / Vinyl Sticker / Decal for laptops, iPads, waterbottles","tea and tarot sticker witchy sticker vinyl sticker decal for laptops, ipads, waterbottles",options,1,no_semantic_overlap,55,
std-dbcd729b50a4,9702.90.00.00,9702900000,Team USA GOLDEN Cele // Team USA // Hockey // Watercolour Painting,Team USA GOLDEN Cele / / Team USA / / Hockey / / Watercolour Painting,team usa golden cele team usa hockey watercolour painting,options,1,no_semantic_overlap,55,
std-a668b024e958,9702.90.00.00,9702900000,Team USA team Golden Cele - print,Team USA team Golden Cele - print,team usa team golden cele print,,0,no_semantic_overlap,55,
std-a91c55768605,9702.90.00.00,9702900000,Tribute Johnny -Hockey- Gaudreau OT Cele - Print,Tribute Johnny -Hockey- Gaudreau OT Cele - Print,tribute johnny hockey gaudreau ot cele print,,0,no_semantic_overlap,55,
std-0e37cd308668,9702.90.00.00,9702900000,Tuukka Rask Mask // Boston Bruins // Goalie // Hockey // NHL // Watercolour Painting,Tuukka Rask Mask / / Boston Bruins / / Goalie / / Hockey / / NHL / / Watercolour Painting,tuukka rask mask boston bruins goalie hockey nhl watercolour painting,html|options,2,no_semantic_overlap,55,
std-40bf2b23fc4d,9702.90.00.00,9702900000,Vasy Vs Swayman Goalie fight - Print,Vasy Vs Swayman Goalie fight - Print,vasy vs swayman goalie fight print,,0,no_semantic_overlap,55,
std-8fe5d3134008,9702.90.00.00,9702900000,Vegas Knights Bench 2025 / // Hockey // NHL // Watercolour Painting,Vegas Knights Bench 2025 / / / Hockey / / NHL / / Watercolour Painting,vegas knights bench hockey nhl watercolour painting,options,1,no_semantic_overlap,55,
std-d4829246078a,9702.90.00.00,9702900000,"Wilds bench Kirill Kaprizov, Matt Boldy, Joel Eriksson EK by MikeNguyenArt // Hockey // NHL // Watercolour Painting","Wilds bench Kirill Kaprizov, Matt Boldy, Joel Eriksson EK by MikeNguyenArt / / Hockey / / NHL / / Watercolour Painting","wilds bench kirill kaprizov, matt boldy, joel eriksson ek by mikenguyenart hockey nhl watercolour painting",options,1,no_semantic_overlap,55,
std-f78dd651bbf9,9702.90.00.00,9702900000,Witchy Moon Art Print,Witchy Moon Art Print,witchy moon art print,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-a77594e7d155,9702.90.00.00,9702900000,2.5 x 3.5 inch Art Print,2.5 x 3.5 inch Art Print,x art print,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-48657aac6994,9702.90.00.00,9702900000,2.5 x 3.5 inch Art Print - Trading Card Size,2.5 x 3.5 inch Art Print - Trading Card Size,x art print trading card size,,0,no_semantic_overlap,55,
std-e2b8564d2d31,9702.90.00.00,9702900000,Yamamoto & Smith Cele - Print,Yamamoto & Smith Cele - Print,yamamoto and smith cele print,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-290ee9606ae3,9703.10.00.00,9703100000,chinese antique wood figure,chinese antique wood figure,chinese antique wood figure,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-9a85d6540fa7,9703.90.00.00,9703900000,1930's handmade vase,1930's handmade vase,1930's handmade vase,,0,model_number|no_semantic_overlap|weak_catalog_fragment,0,
std-ca010140978b,9703.90.00.00,9703900000,3D printed decorative statue suitable for indoor display,3D printed decorative statue suitable for indoor display,3d printed decorative statue suitable for indoor display,,0,model_number|no_semantic_overlap,30,
std-8941f62ece93,9703.90.00.00,9703900000,3D Printed Geometric Dodecahedron Art | Unique Modern Desk Sculpture | Mathematical Decor Gift,3D Printed Geometric Dodecahedron Art | Unique Modern Desk Sculpture | Mathematical Decor Gift,3d printed geometric dodecahedron art unique modern desk sculpture mathematical decor gift,html|options,2,model_number|no_semantic_overlap,30,
std-a13cc385c495,9703.90.00.00,9703900000,Alexander the Great Bust - Marble Composite Sculpture - Ancient Greek Decor - Hellenistic Art Replica - Historical Home Accent,Alexander the Great Bust - Marble Composite Sculpture - Ancient Greek Decor - Hellenistic Art Replica - Historical Home Accent,alexander the great bust marble composite sculpture ancient greek decor hellenistic art replica historical home accent,,0,no_semantic_overlap,55,
std-56e65a9f1668,9703.90.00.00,9703900000,anatomical sculpture display,anatomical sculpture display,anatomical sculpture display,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-8263c18cc79b,9703.90.00.00,9703900000,anatomical sculpture in glycerin,anatomical sculpture in glycerin,anatomical sculpture in glycerin,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-40c2a22f3935,9703.90.00.00,9703900000,Ancient Babylonian Map of the World Replica - Imago Mundi - Clay Composite Mesopotamian Artifact,Ancient Babylonian Map of the World Replica - Imago Mundi - Clay Composite Mesopotamian Artifact,ancient babylonian map of the world replica imago mundi clay composite mesopotamian artifact,,0,no_semantic_overlap,55,
std-f8c133ae1229,9703.90.00.00,9703900000,Ancient Holy Stone Tablet - Latin-Inscribed Relic Grail Lore Indiana Jones Holy Grail Inspired Movie Prop,Ancient Holy Stone Tablet - Latin-Inscribed Relic Grail Lore Indiana Jones Holy Grail Inspired Movie Prop,ancient holy stone tablet latin inscribed relic grail lore indiana jones holy grail inspired movie prop,,0,no_semantic_overlap,55,
std-1032207d3032,9703.90.00.00,9703900000,Ancient Persian Horned Bull Relief Persepolis Pillar Column Tachara Palace Symbol Miniature Fridge Magnet,Ancient Persian Horned Bull Relief Persepolis Pillar Column Tachara Palace Symbol Miniature Fridge Magnet,ancient persian horned bull relief persepolis pillar column tachara palace symbol miniature fridge magnet,html|options,2,no_semantic_overlap,55,
std-c9fcc56e24c0,9703.90.00.00,9703900000,Ancient Roman Emperor Augustus of Prima Porta Octavian Bust - Ara Pacis Museum Replica - Hand-Crafted Classical Sculpture,Ancient Roman Emperor Augustus of Prima Porta Octavian Bust - Ara Pacis Museum Replica - Hand-Crafted Classical Sculpture,ancient roman emperor augustus of prima porta octavian bust ara pacis museum replica hand crafted classical sculpture,,0,no_semantic_overlap,55,
std-01477de07be0,9703.90.00.00,9703900000,Ancient Sumerian Star Chart Replica - Ancient Mesopotamian Astronomical Map Wall Art - Clay Composite Mesopotamian Artifact,Ancient Sumerian Star Chart Replica - Ancient Mesopotamian Astronomical Map Wall Art - Clay Composite Mesopotamian Artifact,ancient sumerian star chart replica ancient mesopotamian astronomical map wall art clay composite mesopotamian artifact,,0,no_semantic_overlap,55,
std-2b79aea66af3,9703.90.00.00,9703900000,Ashurbanipal Statue: Bronze-Finish Neo-Assyrian King Bust,Ashurbanipal Statue: Bronze-Finish Neo-Assyrian King Bust,ashurbanipal statue bronze finish neo assyrian king bust,,0,no_semantic_overlap,55,
std-103c2d39b6ff,9703.90.00.00,9703900000,Augustus of Prima Porta Statue: Marble Composite Roman Decor,Augustus of Prima Porta Statue: Marble Composite Roman Decor,augustus of prima porta statue marble composite roman decor,,0,no_semantic_overlap,55,
std-dacf0e0e1b7d,9703.90.00.00,9703900000,Beautiful Hand Made Zoroastrian Faravahar Symbol of Ahura Mazda - Fridge Jewelry Magnet Zoroastrianism Symbol of Ancient Persia,Beautiful Hand Made Zoroastrian Faravahar Symbol of Ahura Mazda - Fridge Jewelry Magnet Zoroastrianism Symbol of Ancient Persia,beautiful hand made zoroastrian faravahar symbol of ahura mazda fridge jewelry magnet zoroastrianism symbol of ancient persia,html|options,2,no_semantic_overlap,55,
std-5415a843cef8,9703.90.00.00,9703900000,Beautiful Marble Composite Athena Bust - Greek Goddess of Wisdom and Warfare - Ancient Greek Mythology Decor,Beautiful Marble Composite Athena Bust - Greek Goddess of Wisdom and Warfare - Ancient Greek Mythology Decor,beautiful marble composite athena bust greek goddess of wisdom and warfare ancient greek mythology decor,,0,no_semantic_overlap,55,
std-5876226400d3,9703.90.00.00,9703900000,The Bronze Bird,The Bronze Bird,bronze bird,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-82b4c188e172,9703.90.00.00,9703900000,Bronze Buddha Fett Custom Boba Fett Buddha Mandalorian,Bronze Buddha Fett Custom Boba Fett Buddha Mandalorian,bronze buddha fett custom boba fett buddha mandalorian,html|options,2,no_semantic_overlap,55,
std-40f6471b8901,9703.90.00.00,9703900000,Bronze Quagmire Buddha Family Guy Statue Peter Griffin,Bronze Quagmire Buddha Family Guy Statue Peter Griffin,bronze quagmire buddha family guy statue peter griffin,,0,no_semantic_overlap,55,
std-2bd7804200ee,9703.90.00.00,9703900000,Bronze Yoda Buddha Statue gift Star Wars Buddha,Bronze Yoda Buddha Statue gift Star Wars Buddha,bronze yoda buddha statue gift star wars buddha,html|options,2,no_semantic_overlap,55,
std-b6ef206f8b4c,9703.90.00.00,9703900000,Carved Hand Made Sculpture,Carved Hand Made Sculpture,carved hand made sculpture,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-71942b9973ed,9703.90.00.00,9703900000,carved stone figurine sculpture,carved stone figurine sculpture,carved stone figurine sculpture,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-838ef2fe260b,9703.90.00.00,9703900000,Carved Wood,Carved Wood,carved wood,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-befb67d3f9ee,9703.90.00.00,9703900000,Cat Meme Acrylic Magnets Set of 5,Cat Meme Acrylic Magnets Set of 5,cat meme acrylic magnets,html|options,2,no_semantic_overlap|weak_catalog_fragment,25,
std-0a615499b1d3,9703.90.00.00,9703900000,Clay art,Clay art,clay art,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-a1af64fc647c,9703.90.00.00,9703900000,Clay art sculpture,Clay art sculpture,clay art sculpture,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-4e67eea8a44d,9703.90.00.00,9703900000,"Code of Hammurabi Replica: Ancient Babylonian Stele, Mesopotamian Art","Code of Hammurabi Replica: Ancient Babylonian Stele, Mesopotamian Art","code of hammurabi replica ancient babylonian stele, mesopotamian art",,0,no_semantic_overlap,55,
std-6eb05dcb7548,9703.90.00.00,9703900000,Cyrus Cylinder Mueseum Replica - Cyrus The Great - First Charter of Human Rights Ancient Persian Babylon Cuneiform Tablet Achaemenid Statue,Cyrus Cylinder Mueseum Replica - Cyrus The Great - First Charter of Human Rights Ancient Persian Babylon Cuneiform Tablet Achaemenid Statue,cyrus cylinder mueseum replica cyrus the great first charter of human rights ancient persian babylon cuneiform tablet achaemenid statue,,0,no_semantic_overlap,55,
